	An. coluzzii_F	An. coluzzii_M	An. gambiae_F	An. gambiae_M	Unknown_F	AOcol_F	BFcol_F	BFcol_M	BFgam_F	BFgam_M	CIcol_F	CMgam_F	CMgam_M	FRgam_F	FRgam_M	GAgam_F	GHcol_F	GHgam_F	GM_F	GNcol_F	GNgam_F	GQgam_F	GW_F	KE_F	UGgam_F
1232318	0.011761204619223573	0.011760833333333224	0.012603777903453017	0.012812125304175834	0.012488234779960479	0.011770209050551256	0.01192633816789725	0.011760833333333224	0.012625982569668182	0.012639816666666089	0.01164208277199459	0.012663229019210458	0.012724534883720157	0.013614074675324715	0.01349310606060603	0.012388348252344902	0.0116310942760938	0.01258499999999976	0.012224412946428993	0.01204625	0.012634134615385137	0.012488541666666311	0.012172115957248857	0.013023185915994112	0.01271971425646529
1349529	0.013369230479454442	0.013453333333333196	0.014560755320137482	0.014593039193875616	0.014404216414032682	0.01342608171287884	0.013536004416356958	0.013453333333333196	0.014592991116857454	0.014601488405796142	0.013296490505995368	0.01458307962209265	0.014620200845665345	0.014356495670995693	0.014475002525252526	0.014399173496285193	0.013112928556445233	0.014588068181818051	0.014428003120603586	0.012678333333333335	0.014604884615385663	0.014596805555555193	0.014475248254314281	0.014310036480580803	0.014664383658211207
1459492	0.011523344417726416	0.011768333333333228	0.013240415788246545	0.01326409477110104	0.01332418073400298	0.011813407590099807	0.011568363654147975	0.011768333333333228	0.013265793219217267	0.013265074999999267	0.011249514464880038	0.013266554166428293	0.01334030655391016	0.01303841919191921	0.012985583333333333	0.01313787254770685	0.011342737945492218	0.01332757575757545	0.013474992153086951	0.01056625	0.013257381410257228	0.013132986111110733	0.013208753231503653	0.013165083603798738	0.013271723184455603
1571438	0.013272036201171164	0.013529999999999865	0.014316348982604542	0.014471775879869472	0.013852382021968259	0.013516291434424508	0.013339367203220305	0.013529999999999865	0.014444131858190299	0.014398349999999217	0.013048422060534736	0.014407842025114607	0.014480488900634048	0.014581007575757565	0.014596978715728707	0.014267337173936655	0.013124551185536485	0.014415984848484756	0.013451366456198488	0.01295625	0.014482381916330066	0.01455833333333318	0.013446733208628533	0.014572124828980565	0.014461062104954821
1693798	0.013620571611786049	0.013884999999999847	0.014420812800296933	0.014565293732045468	0.013740332936762604	0.013865388102213508	0.013798836046473157	0.013884999999999847	0.014500497860347369	0.014446583333332428	0.013451145387476833	0.014550317002840868	0.014552684611899134	0.014985179653679674	0.014859187229437174	0.014611916256327061	0.013310246282368394	0.01461306818181797	0.0133339617069184	0.013537083333333333	0.01455633064795662	0.014583194444444168	0.013141742375893176	0.014489474089080273	0.014592550923164818
1813406	0.012166146502375534	0.01242166666666652	0.013306402660392336	0.013445917402512423	0.012936978374018695	0.012641761399448791	0.012307700876070221	0.01242166666666652	0.013323931123446165	0.013336299999999243	0.011847588599602525	0.01338421444423643	0.013358888175776708	0.01397781746031746	0.01400120382395383	0.013283585908407293	0.011687353624896368	0.013397121212120942	0.012738399229885386	0.01219375	0.013414852901485428	0.013304374999999586	0.012582692985430128	0.013386932681256432	0.013430877643841993
1940501	0.013839736479951405	0.013830833333333155	0.014712892348884812	0.014940123475960788	0.014506125005870708	0.013697064766163442	0.013910075398041745	0.013830833333333155	0.014771146681908072	0.01468084999999905	0.013904379287367282	0.014759686898552305	0.014789084113560131	0.016024556277056214	0.016039679292929297	0.014393225923316235	0.013812020134754265	0.014486742424242161	0.01448710984487748	0.014127916666666667	0.014740943319839009	0.014763174603174264	0.014448623237397878	0.014605683403299544	0.01476985759869833
2070692	0.012624370558925947	0.011536666666666548	0.013722618011803639	0.013931682964052587	0.013416481852994006	0.013087882875583651	0.012686508243908913	0.011536666666666548	0.013781284678007374	0.013789426449274588	0.012418233766195169	0.013851724682944641	0.013843160676532162	0.01439157070707068	0.014555234848484885	0.013469544991949994	0.01214842030366513	0.013890416666666504	0.013082332095100619	0.01247625	0.013798109143050706	0.013959444444444191	0.012934537625916308	0.014092409319284346	0.013869953646419715
2189202	0.011923593823179476	0.012223333333333178	0.012571616374315673	0.012679480894425702	0.012019736168301843	0.011756139982587538	0.01199650711758583	0.012223333333333178	0.012596742424241227	0.012727408333332581	0.012000146764646204	0.012599179635757855	0.012692248942916677	0.01260440151515152	0.01253400252525252	0.01248212963027283	0.011995691919191412	0.012602954545454206	0.012233146285670394	0.01158625	0.012681131410257116	0.012671874999999643	0.01220218684832351	0.01161297398742129	0.012712860806424928
2301425	0.013367100354404358	0.013443333333333142	0.013710408654400083	0.013712784449608507	0.012653274463960888	0.013178545970398579	0.013424292840376854	0.013443333333333142	0.013743197860129749	0.013721841666665848	0.013511501735048581	0.013712549965952241	0.013661567376421055	0.013866863636363658	0.013884425505050495	0.013526388791572988	0.013347164443173265	0.013580083333333041	0.013728301597115692	0.013445	0.013725442307693276	0.01392388888888858	0.01374250795882974	0.01073268618306092	0.013737691208046904
2407566	0.011730691662577305	0.011986666666666496	0.012147799429758344	0.012262526020158843	0.011243140129960761	0.011849255206576387	0.01174934539919378	0.011986666666666496	0.012170879396721518	0.012189058333332607	0.01164704028518997	0.012162940643921906	0.012187352008455677	0.012632876262626285	0.012693032467532459	0.012155309484894164	0.011641976492060814	0.012212121212121035	0.01193449565018367	0.01167125	0.012221154520918381	0.012200138888888466	0.011817012542856949	0.01003949741788716	0.012200901676967314
2513633	0.01302697481857754	0.012883333333333125	0.013444035102156223	0.013503217336588843	0.012194678882577316	0.013100435606696948	0.013067166526940616	0.012883333333333125	0.013419056918204894	0.013463041666665872	0.013002639193369657	0.013494380145839957	0.013513485729386012	0.01352757575757573	0.0135496212121212	0.013438717745844615	0.012859700876690862	0.013482613636363428	0.013177338369963838	0.0131325	0.013474455128206024	0.013104722222221837	0.013196806732916164	0.010390804606272286	0.013509893061894577
2622657	0.012064757920786944	0.011924999999999875	0.012606129082205136	0.012671648472043509	0.01157677329095462	0.01200051943547795	0.012149578806171315	0.011924999999999875	0.012606529555021059	0.012616158333332694	0.012126902531129103	0.01261086159883086	0.012656442036644688	0.012834595959595943	0.01284469191919188	0.012702009369705829	0.011936318181817724	0.012697159090908867	0.012419479840236163	0.01203625	0.012684872638327188	0.012530208333332956	0.012340837549155227	0.010051061948928715	0.012653933089500882
2738627	0.013255231332660808	0.013225833333333159	0.014075880096681665	0.01416717972171134	0.012529892753582083	0.013452804088976122	0.013260309747374324	0.013225833333333159	0.014167291792782992	0.014087423550723756	0.013152989130863992	0.014155835953371422	0.014184925375011787	0.014246420995670996	0.014267512626262623	0.013915167311900964	0.013056086441335794	0.014015863636363413	0.013678500378960453	0.013395	0.014107904014845659	0.01422249999999965	0.013669387503070536	0.010476203534334174	0.01413239378226954
2861131	0.012977860860950777	0.01318249999999981	0.013627351362394218	0.013640484329640979	0.012850957557318741	0.013415788771511802	0.01302951319025392	0.01318249999999981	0.013720447134953176	0.01366218333333255	0.012706801263249152	0.0136831987371975	0.013684376321352087	0.013410482323232406	0.013435488095238052	0.013707223582293095	0.01265611549643614	0.013696878787878598	0.013150447532642641	0.01263625	0.013629639015028049	0.013676944444444002	0.013120632454753443	0.012319588779857548	0.013700835412718146
2985520	0.014371647687433178	0.014283333333333207	0.015056881239427614	0.01511711820755978	0.01416351952034978	0.014612392058925054	0.014417794740667083	0.014283333333333207	0.015074148928107411	0.01506759999999911	0.01430357749394971	0.015115101496302592	0.015114454469948312	0.015332047979797881	0.015231977272727317	0.015072355657638151	0.014019571491688499	0.015056297979797899	0.014601427727067146	0.014556666666666666	0.015080456477733671	0.01514930555555533	0.014512712205612613	0.013437530715834324	0.015171808178308994
3107697	0.013946541381420114	0.013835833333333178	0.01511537104041209	0.015208956239005107	0.01353887404394623	0.014024130687457384	0.014039414347195285	0.013835833333333178	0.01508649842515857	0.015160994565216381	0.01399758069654509	0.015153054295275744	0.015093285411647905	0.016013767676767685	0.015738426767676745	0.015082176451874563	0.01354869868496216	0.014921997474747378	0.014814008657951863	0.014375	0.015135448268107227	0.015177777777777592	0.014690238279527016	0.01130182764550812	0.01522754693241113
3252219	0.013960768790626257	0.013908333333333182	0.014975308424302959	0.01510052098944693	0.01291885676871714	0.014429124303254423	0.013907261692134427	0.013908333333333182	0.015204910060165496	0.01509001666666574	0.013992434795000465	0.015081217917286529	0.015094506820698536	0.015248371212121256	0.015143303030303	0.015095528527440045	0.013357028166277542	0.015301881313131236	0.013630144841427596	0.0137425	0.015294772435898446	0.01511840277777762	0.013614571104387687	0.011609317590311308	0.01514126669608011
3446252	0.014721298101302559	0.014829999999999897	0.015516325724155363	0.01569245729204238	0.013959920418427127	0.014743555236092004	0.014690691374090585	0.014829999999999897	0.01567480365980259	0.01574316920289768	0.015124198106982675	0.01564921974608928	0.015701057208295732	0.01553454545454542	0.015562923520923456	0.0152569781185756	0.01428276167333639	0.01572277777777778	0.014497783815024638	0.014104999999999998	0.015777538630230598	0.015815555555555517	0.014504505233352389	0.012904611761286162	0.015755190475095417
3650821	0.015194157030617635	0.01533499999999995	0.015861524391726636	0.015942062831247068	0.015608538030799422	0.015129814672320736	0.01523956107546172	0.01533499999999995	0.015865558431616456	0.015738666666665763	0.015415059875701218	0.01588772293616025	0.015955568433504205	0.016351361111111018	0.016325325216450307	0.015868169721767234	0.014902496664760016	0.01574366702741693	0.015610006011287198	0.015282916666666665	0.015925580128206246	0.01598430555555531	0.01558406112250557	0.01562714234279377	0.01588168299362046
3801159	0.014053849740512258	0.014221666666666535	0.014880926788519011	0.014944593099693678	0.01434668532412662	0.014137020588413598	0.013984802827837891	0.014221666666666535	0.014860173101384098	0.014900811231883096	0.014201614121677633	0.014964186129582157	0.014937529321453225	0.015165743686868675	0.015067710858585898	0.015134911513568411	0.013817006638713455	0.014742433080807978	0.014187662755647564	0.014287916666666668	0.01488307692307803	0.014996339285714044	0.01411473183651588	0.014604871084086183	0.0149941425878909
3913710	0.014074184592267534	0.01381249999999983	0.014713184114201625	0.014809575352242615	0.014365423429552012	0.014093621949015553	0.014046187323215888	0.01381249999999983	0.01475908981317036	0.014774366666665787	0.014119978178861445	0.014795660037851628	0.014790939796636903	0.01498863095238094	0.014957576839826766	0.014702242328693006	0.013986815386569304	0.014600388888888758	0.014267663793635657	0.014159583333333333	0.014741854588395192	0.014623888888888591	0.01423911193703656	0.014590624865154186	0.014755177015990205
4030175	0.013742483083664382	0.0140266666666665	0.014562232202443804	0.014676627351628077	0.014259061907601674	0.013817541321756964	0.013829815677575486	0.0140266666666665	0.014626045921505595	0.014614758333332423	0.013736905167737937	0.014639160935325638	0.014682212070874435	0.014847098484848414	0.01478484848484857	0.01445181717193332	0.013504737246680006	0.014560454545454342	0.014087439935848486	0.01393875	0.01460687820512923	0.014607499999999761	0.014080753307066764	0.01458795674733336	0.014636731581151802
4148178	0.011725640770067117	0.011899999999999852	0.012747070712195644	0.012897547379059876	0.012178004555883078	0.011565262892016629	0.011766744355019863	0.011899999999999852	0.012788900137097589	0.012800324999999377	0.011945789909259067	0.012807388604008521	0.012825021141648244	0.013171606060606038	0.013368709595959599	0.012900310197177167	0.011586839482433105	0.01300263636363619	0.012192144770496465	0.0119525	0.012827658774665976	0.012891666666666305	0.012082310580181622	0.012213766141803287	0.01275257079238434
4264948	0.011487303834617744	0.011078333333333206	0.013632182226133284	0.0138567770838008	0.012874711117960829	0.011396961585228411	0.011367276778103631	0.011078333333333206	0.013730838708553775	0.013656750724636797	0.011602517415564628	0.013727715621026761	0.013698624282693068	0.014740836219336211	0.014860667388167388	0.01349306995353343	0.01151777825179656	0.013533636363636236	0.012966663537851586	0.0114825	0.013721869601890205	0.013585763888888509	0.01284605612770535	0.01277250414711294	0.013764815028168493
4383371	0.01201701327938015	0.011891666666666531	0.014989269045352794	0.015289246780303606	0.014214127255175745	0.011543568714668903	0.011987750894255531	0.011891666666666531	0.015081083009883376	0.015250658333332215	0.012414537500931619	0.015150365015367127	0.01524089077305715	0.015462174242424269	0.015548174963924986	0.015061592183778822	0.012085800633328349	0.01520655303030288	0.01380416132646163	0.0121325	0.015208653846155133	0.015311041666666423	0.013595671354293234	0.015028151577260326	0.015170413960302285
4505973	0.012301540075670121	0.012316666666666526	0.013972487410526823	0.01405738081143475	0.01353161563415733	0.011949936618125708	0.012446779901633183	0.012316666666666526	0.013904059669961737	0.01389291014492666	0.012446165012434247	0.01404327444408435	0.014071427312996022	0.014511537878787856	0.01434945328282827	0.014042228209844998	0.012338283495330123	0.013956825757575522	0.013269311210192892	0.012245	0.014002517094018015	0.013976874999999521	0.01322773284268832	0.014052077540880344	0.014175620190210656
4629581	0.010963467126886528	0.011159999999999882	0.01289069277560005	0.012932479870339868	0.012430842039585553	0.010443358456809106	0.011151980998309864	0.011159999999999882	0.013023527954631154	0.01301505289854999	0.011265088887882437	0.0130080760442603	0.012924479764420566	0.012942095959595945	0.012788792929292947	0.01292691890232422	0.01095976864068792	0.013146583333333153	0.011989357506010285	0.01131875	0.012988831646424467	0.013161111111110752	0.01193869801719356	0.013239018133137048	0.012998054788624938
4747831	0.009855129390636616	0.009906666666666578	0.011151808446275823	0.011222233048689604	0.010653615311067278	0.009597551194376516	0.009958011709144633	0.009906666666666578	0.011269044549976417	0.011112041666666116	0.009988744838002848	0.011265632271405033	0.011214397714687628	0.011472040043289994	0.011480624999999954	0.011161211572033649	0.009873941077440728	0.011248030303030171	0.010302770911492494	0.00986	0.011182990384615827	0.011144861111110852	0.01028814195734764	0.01128153627042954	0.011276032292033233
4873650	0.01085482404604129	0.011139166666666544	0.012190623906785523	0.01245541954981103	0.011146361179796192	0.010773396454470207	0.01103575560388592	0.011139166666666544	0.012277665650217089	0.012208058333332628	0.010925111367266281	0.01224728561390416	0.012282843551796064	0.013331325757575773	0.01360333549783545	0.012083234079002627	0.010595889483065448	0.012186742424242182	0.011211911319277821	0.011108333333333333	0.012285756410257071	0.012143611111110795	0.011308323242682654	0.010956250497497329	0.012447632613700632
5047752	0.012692457450897728	0.012496666666666517	0.014178395055715855	0.014318446707193507	0.011308915791322352	0.012762563969893727	0.012812918607227265	0.012496666666666517	0.014268177886788507	0.014255933333332416	0.012625145556631022	0.014293928255164371	0.014301033172253199	0.014503490259740274	0.014522553030303007	0.014558514047507165	0.012467372149164057	0.01404663636363606	0.013009735351678377	0.013006666666666665	0.014232030701755171	0.013941031746031403	0.012952417284027129	0.00818341240740961	0.014358423948174113
5214280	0.01214592260570838	0.0123183333333332	0.013500293001871224	0.013545760730422733	0.010554690946601872	0.011999480490318733	0.012338494550638322	0.0123183333333332	0.013566066642311643	0.013564659057970078	0.012106948483312969	0.013646552621690391	0.013566976372794295	0.013540460858585844	0.013430579545454537	0.01364507886035288	0.012122046811852851	0.013582310606060384	0.012436661057692755	0.01212375	0.013690685897436916	0.013527430555555246	0.012364423276474154	0.007118372156957048	0.01364953649732913
5331105	0.011092362447881112	0.011503333333333208	0.012946327125510115	0.013168420821547091	0.009854421260776776	0.011826718338789628	0.011159467166526583	0.011503333333333208	0.013192492746058816	0.013144566666665917	0.010602652698801857	0.013168734613347773	0.013173162438336123	0.013146103174603197	0.013202669191919123	0.013017843976124384	0.010596797064744793	0.013049204545454328	0.010894366338522922	0.01114875	0.013180536774629563	0.012930833333333011	0.011099830117727881	0.007815799040264191	0.013231866799336908
5449900	0.010702700088129388	0.010871666666666545	0.011896925594010543	0.011964657516623916	0.011387438590039201	0.01071759535450335	0.010804451235189997	0.010871666666666545	0.01199753044382426	0.011860941666666009	0.010723049771621009	0.012000144729993537	0.012072161733614221	0.011845229437229437	0.011786383116883103	0.011972372125717858	0.010494269963788331	0.012085606060605845	0.011048492673367568	0.010791666666666668	0.012080051282052032	0.011705555555555233	0.010908445073631663	0.012043297085563825	0.012079848492229405
5576234	0.012296711715290778	0.0126183333333332	0.013043840398684683	0.013058866138971186	0.012910772037295447	0.011933958608811279	0.01241598456327084	0.0126183333333332	0.013050115610756106	0.01301994999999921	0.012482460090514175	0.013038596506954781	0.013111416490485158	0.012979469696969684	0.012945972222222211	0.013082090691691228	0.012367067591736848	0.013159507575757358	0.012886742629551497	0.012615833333333335	0.013110410256411019	0.013070833333332907	0.01281893609609335	0.012974678984905917	0.013126406492689459
5699427	0.012420234287113738	0.012446666666666528	0.013593898919876808	0.013709747320312578	0.01322438094492291	0.012103803291505795	0.012659534428796007	0.012446666666666528	0.01372223226524598	0.013608216666665932	0.012427536571089312	0.013645597187791457	0.013652653276954705	0.013814452020202019	0.014129237012986995	0.01360968453188651	0.01245900971983945	0.01371246212121201	0.01291010138125806	0.01278375	0.013677019230769883	0.0134476388888885	0.013007516383698417	0.013767825603292805	0.01367879322540954
5822676	0.012687191402856146	0.012652499999999879	0.014237560792188313	0.01444419908600635	0.014081671918174488	0.012468392729816464	0.012746554655094581	0.012652499999999879	0.014334686371436586	0.014249974999999191	0.01282315359797054	0.014326175980831978	0.014330002642705784	0.01517866847041852	0.015276252525252583	0.014021423128709663	0.012654418398920968	0.014390984848484743	0.013733024820214546	0.01286875	0.014362475202429932	0.014506972222222221	0.013614536647148245	0.014798199065449495	0.014283292519758404
5948553	0.013882745071010033	0.014289999999999857	0.015397759978200056	0.015443116970826667	0.01503137243530944	0.013751695432898338	0.014176121146276184	0.014289999999999857	0.015515562154261968	0.015507408333332208	0.013754734450855333	0.01552845269132852	0.015572136187456067	0.014637499999999973	0.014838990259740248	0.015041198752546628	0.013772592482101904	0.015408787878787798	0.014741968386577058	0.01398	0.015485539136303671	0.01553277777777775	0.01486918146348251	0.015516151092108382	0.015590647440609857
6065970	0.011919190150447649	0.011852499999999898	0.013090449251015568	0.013164004904015793	0.012557674551430675	0.012369965323993594	0.012024339453387989	0.011852499999999898	0.013172375161994715	0.01309485833333257	0.011602943422595187	0.01315549754740421	0.013124284959225923	0.013298909090909063	0.013454059343434318	0.013178892232349202	0.011539391271202175	0.012949560606060279	0.01253932509526809	0.011536666666666667	0.01320289102564184	0.013284236111110789	0.01232615785070035	0.012675853946161449	0.01323129084075721
6194666	0.013177439929959229	0.013841666666666554	0.015236600725264152	0.01536804646522296	0.014152010307981225	0.013361271304066037	0.013651503297845664	0.013841666666666554	0.015393136153819783	0.01535040833333235	0.012916901411530894	0.015391006866470509	0.015370071580197103	0.015398718434343516	0.015399341991342063	0.015299386967695476	0.012561280947081041	0.015295984848484906	0.014300687875596522	0.01366625	0.01533710290148561	0.015286111111111155	0.013968220918731872	0.014013847918272964	0.015427459946848824
6334140	0.012282523712841907	0.012663333333333205	0.013739175722312147	0.01389452950139017	0.01289658553415363	0.012209653944448454	0.012443836071988587	0.012663333333333205	0.013844065277229334	0.01382429999999913	0.012240950164757042	0.013848250166641344	0.013849164614501617	0.01412528535353533	0.014205541666666712	0.013692179006081124	0.012201346992664452	0.013575984848484579	0.013092174111521908	0.012177916666666667	0.01382333670715337	0.01392812499999966	0.013023257828314365	0.012564312636683176	0.013799727288143722
6481482	0.012511672938772022	0.01269999999999983	0.013018752186028326	0.013165357860730765	0.0113414809891092	0.012073303558976777	0.012681533217564529	0.01269999999999983	0.013053478956288203	0.013128358333332492	0.012672225773453595	0.013063909923487752	0.013138102452896821	0.013277426767676773	0.01334370670995672	0.012857045818946177	0.012648920656736288	0.013176765151514915	0.012861685764635937	0.01284875	0.013052766363023702	0.013068492063491683	0.01291385573711403	0.008531044968501067	0.013010699712279472
6637012	0.013605802585758267	0.013513333333333183	0.014798735749130862	0.01486223025498859	0.012282425268223799	0.013340625045133675	0.013806657905901736	0.013513333333333183	0.014761466026509285	0.014779599999998871	0.013643458033579872	0.014848833704320252	0.014827831587489475	0.015140848304473311	0.015162047979797921	0.014910265420555997	0.013591358109395301	0.014945833333333184	0.014392005868095447	0.0138275	0.014762000337382997	0.014670347222222114	0.014373931422634446	0.00845397834094789	0.014865856939718043
6779347	0.014235048214980527	0.014377499999999913	0.014722245269509568	0.014719685000424348	0.01194679701521085	0.01409497417127263	0.014259877403309612	0.014377499999999913	0.014771156432108206	0.014808683333332413	0.014290327617881713	0.014780612607262874	0.014700252244918593	0.014583361111111103	0.014605935606060542	0.01464147480743278	0.014283779493043075	0.014749393939393821	0.014714582887277233	0.0142875	0.01484551675663605	0.014742222222221905	0.014695633162316358	0.00698967107517342	0.014575061281428431
6915562	0.012541475378034966	0.012607499999999841	0.013422435233808322	0.013338331317621169	0.01115842764508782	0.012198727768721888	0.012696943773754852	0.012607499999999841	0.01360745917266687	0.013604491666665806	0.012645437669495658	0.013577469306489414	0.01354109483539605	0.01205107196969696	0.012041969696969643	0.01306206767371634	0.012620521504351095	0.013580946969696691	0.01321822126954635	0.0129325	0.013636000601817189	0.013247013888888517	0.013169831131415625	0.007443120163918236	0.013397331100269314
7047443	0.013912766415563901	0.013854166666666534	0.014741333651412461	0.01464329038857352	0.011935457095989605	0.013726483348594967	0.013939234716269712	0.013854166666666534	0.014841488714201937	0.014727664855071444	0.013968223341660816	0.014840269794375511	0.014897732935668586	0.013643853535353417	0.013535492424242363	0.014932560365650108	0.014036423612561586	0.014811856060605958	0.014442821600890436	0.01394875	0.014824900472335782	0.014778124999999675	0.01447824767967342	0.007370247289616775	0.014568543106195764
7173334	0.011207413436356084	0.010984999999999918	0.011723992413815483	0.011590909340589896	0.009874136525052616	0.011102986404247986	0.01120511197742098	0.010984999999999918	0.011776564504291421	0.011784041666666028	0.011254067783205804	0.011812215097812323	0.01175828500956326	0.010472083333333337	0.010573916666666686	0.011526521275951773	0.011252014166825131	0.011735909090908965	0.011946034016694439	0.011424583333333332	0.011823279858300121	0.011713888888888559	0.011800007057423357	0.006186055298591891	0.011663567933648505
7302872	0.012697233273859411	0.012818333333333206	0.012461741855711977	0.012346707288302061	0.011772777221989765	0.012444068547233842	0.01279582458640832	0.012818333333333206	0.012459760395464736	0.012459674999999283	0.012792107010972704	0.012490088329094469	0.012512420718815134	0.0116596679292929	0.01149987337662337	0.012336644941363935	0.012774278237423761	0.01225988636363619	0.01270839829133717	0.01304125	0.012525626686910245	0.012402361111110772	0.012874479736767513	0.00999015832827246	0.012327991883117995
7430393	0.012256711876094265	0.012296666666666537	0.015208596647038315	0.015107358561712617	0.014191138487376766	0.012244747508603828	0.012167400484816099	0.012296666666666537	0.015404604912499028	0.015321833333332233	0.012271427503992209	0.015387848637499498	0.015355303653379879	0.01386359595959591	0.013754944444444507	0.014643272345972064	0.01217388680653775	0.015249166666666624	0.0148168568431458	0.012245	0.0155015808993648	0.015379742063491903	0.014653017709600528	0.013091081348233136	0.015408135896346405
7553415	0.009794430742900886	0.009941666666666614	0.014602416378455585	0.01472496155332957	0.01403206390029856	0.009394918984149195	0.009848318732586778	0.009941666666666614	0.014822460773056548	0.014760058333332384	0.009854983948881273	0.014738423927808638	0.014677925475686606	0.014855999999999966	0.014836325757575796	0.014456763027087177	0.009870767979763146	0.014752916666666486	0.013742294105612582	0.009905	0.01482306410256506	0.014874236111111022	0.013601117022899364	0.014560777341480109	0.01474598082650251
