	GM_F-An. coluzzii_F	GW_F-An. coluzzii_F	KE_F-An. coluzzii_F	GM_F-An. gambiae_F	GW_F-An. gambiae_F	KE_F-An. gambiae_F
6170671	0.01048560587983972	0.01041623508564727	0.009920837382095617	0.010234601969021657	0.01025709067196391	0.009937922728691019
6341020	0.010082540116614924	0.01006974904681579	0.009769443048779693	0.009219019788217427	0.009773170058402803	0.009430936169893094
6531319	0.011174752302009015	0.011217463710694592	0.011101543835872718	0.01022044249198304	0.010720439163595729	0.010295146074743527
6680373	0.010585507794206703	0.010863919126624724	0.01020793770200721	0.009172383546716727	0.010175603318879548	0.00959318847815949
6808899	0.01145615077975704	0.011736942868314006	0.0108525976276901	0.011022765528430616	0.011707932231266607	0.010610691065447514
6931173	0.0116360222549206	0.011818187277280033	0.010967707249734965	0.010800439280533265	0.011232422016724456	0.010518896890878936
7082174	0.010733056761933923	0.011020029584374995	0.010100946918464344	0.009335562114311951	0.009975512752656027	0.009221631707498089
7258476	0.010883862370194172	0.010862330320440811	0.010614511150248807	0.010788008182865533	0.01100442036589585	0.010775100432251201
7482835	0.009978502014128228	0.009965188969222443	0.009695580750210275	0.009965731019755803	0.010124685017200957	0.009753776907862673
7681105	0.00969812446255501	0.009818568808211307	0.009385150822013988	0.009637704424486512	0.009971385041248778	0.009434141644583978
7812524	0.010366816275958018	0.010746875489910351	0.009980365088621128	0.010454892602968984	0.010952847348510859	0.010033390620386148
7941168	0.010745639481242889	0.010804029557646744	0.010434861729040464	0.010794130192029593	0.01096123015845918	0.010287726542376554
8057399	0.011896028947246949	0.011943174024812033	0.011537696052519248	0.011834573704268428	0.0120339989430927	0.011442662215061475
8189485	0.010085978617501152	0.010018207899293181	0.009398420478881819	0.009948736823656375	0.009899806868680493	0.009218164234259307
8447512	0.009813085507010403	0.009879036614796907	0.009755105251002252	0.010100997470471976	0.010221015468636793	0.00990235975927885
8730221	0.01099187345799421	0.010878021516160227	0.010808219276276423	0.011152522478140975	0.011240700157598793	0.010979725856634339
8900726	0.011283489894603038	0.011257137409048592	0.010889057852405919	0.01126526988896587	0.011475403094601343	0.010707538125147907
9071003	0.011265723791530388	0.011227799120983649	0.011322248769743146	0.011298833934480829	0.01147684905654184	0.011174301136807872
9267837	0.012563514542776542	0.012566841038513053	0.012421535337780908	0.011834385026773368	0.012345556769948755	0.012124491748001792
9452225	0.012572932762060705	0.012660073658809133	0.011867376397576393	0.011970601291980909	0.012622796971475002	0.011521824647487714
9601252	0.012250569966566194	0.012195888475383986	0.011479964739345476	0.011220287673628307	0.011636081041071961	0.010603004309909202
9748785	0.010709041782902957	0.010813729552794304	0.010488784818746896	0.01125472180888662	0.011320574347406503	0.011125835172344414
9890290	0.010844401216620246	0.010723688342885167	0.010864504400080926	0.010655540957764853	0.010702605454458117	0.010566056551250863
10019140	0.013237132700711099	0.013353940737357075	0.01350367335653813	0.013137497406747245	0.013335515869275352	0.013250983000378885
10165185	0.011182869548997419	0.011071174057452874	0.01077611671436805	0.01118125424164655	0.011140341897952717	0.010503982582310264
10302288	0.011319546373411772	0.011289480123006047	0.011142023764058942	0.011467654381325331	0.011501894572192773	0.011170238147286592
10440690	0.012953256639674771	0.012954497384843205	0.012553698350346369	0.013383769272898919	0.013473936949955105	0.012874514680970728
10593804	0.01307184442751025	0.01306192347815372	0.013211873511325316	0.013582446823463951	0.013619429344799268	0.013231159799427086
10732194	0.013564574880329073	0.013301612954260522	0.013807351945163566	0.013887660802415935	0.013810931273301685	0.013833669301374215
10856110	0.014316346151172358	0.014104768268121678	0.014536564049886385	0.014536573493251938	0.014726100051700223	0.013995446958779726
11000527	0.014496733582593284	0.014458149039328228	0.014366404170864855	0.014017242702914049	0.014560505617736369	0.01220273253719167
11150959	0.012759162424217334	0.012771686286865584	0.013142506597039366	0.012404487200988374	0.012765973927379999	0.011394989997342812
11293573	0.01312950256970655	0.012960775637872159	0.013082608398220043	0.011928430032851904	0.012148670213130507	0.011610522567508708
11452947	0.01298766222205134	0.012999016635556712	0.01308758407413669	0.011791914151512588	0.011966094265316677	0.011644308691812778
11612494	0.012466081669184791	0.012151158811863553	0.012178761876628858	0.010876882318081309	0.011347872014857456	0.010813172028736438
11749189	0.013019399340439693	0.012692800645454295	0.012991876205876947	0.012139038784205004	0.01234154704479695	0.012379452097702687
11864529	0.011931294181680078	0.011394546392423056	0.011603817758301013	0.011040338260601775	0.01150743645349857	0.011077918523857061
11981126	0.011773489954579977	0.011512877604267694	0.011345268635659756	0.011234495038382848	0.011337614980830999	0.011133799931432299
12117986	0.01265748310856065	0.012422669243555576	0.012357698049535489	0.012864296784034229	0.012957908149091958	0.012540977547699813
12261495	0.012503600257917385	0.01252077201430157	0.01239286876351107	0.012752782731885624	0.012732953429742929	0.011890043075422563
12412046	0.012236479271670556	0.012046273719259428	0.011836841662189658	0.011908282349817643	0.01221427223551897	0.011549023749314656
12562750	0.012375380761044837	0.012401012375942714	0.012330168832622274	0.01244291793788725	0.012608016685891819	0.012283140501269618
12699985	0.013432966685760453	0.01328896007848205	0.013495896260180728	0.013888203523962825	0.013862219883532544	0.013669159630709674
12842342	0.012265687156007623	0.012261695966526891	0.012087440002541727	0.012535969589399827	0.012609443890050427	0.012213717251117785
12993281	0.010409687550675388	0.010482623954686228	0.010303539259560106	0.0097379484049663	0.009993791470485803	0.009756134421343444
13151886	0.012182429858162229	0.012133904310433208	0.011766156632822674	0.011574016477818439	0.011671114431370838	0.011017427161156843
13296491	0.009221159146970585	0.009176584708474324	0.00855239986623561	0.008951031970282143	0.009015656250407662	0.008689680023011922
13482148	0.010328372478568939	0.010289380299993716	0.010041896879895887	0.010489688574346841	0.010520927533170708	0.010371134918257389
13673628	0.011384129843263447	0.011358368133622366	0.010882933434087893	0.011787705513198046	0.011844964184173664	0.01152931532263266
13809014	0.01136511546112175	0.011206671230800823	0.010776027566549317	0.011648940098252288	0.01165043360468929	0.011498524548993416
13957971	0.01285091614820794	0.012694278356553464	0.012675540010743157	0.012759157184923925	0.012827992448595811	0.012507488079891403
14112966	0.014172286799659511	0.014069003425552033	0.014015537304754534	0.014034471252870943	0.014287250682538288	0.013620164138068972
14259086	0.014010978177168454	0.013958332333080177	0.013628659152242435	0.01364991068552543	0.013738687423048289	0.013070965054831924
14399630	0.01380619077271536	0.013781726180058768	0.013818750221737498	0.014027567001517999	0.014061019007725427	0.013623203335029971
14543511	0.014850322994814823	0.014854440814864346	0.014010647359571358	0.01515557700088157	0.015078981802059934	0.014351809152849055
14685379	0.013368805744711556	0.013348019001204343	0.013476257355742292	0.013660951165995179	0.013683643999352133	0.013617322479380805
14822069	0.013913882561916266	0.013810682352175474	0.01367189817602629	0.014117470998467205	0.014240992486481476	0.013712040955491266
14978571	0.014815107236976469	0.014718463386132604	0.014641259539725554	0.015118175256844063	0.015104419360495787	0.014790815153733565
15133679	0.013976833189301005	0.01401139205157006	0.013896530781038183	0.014362277615827939	0.014567232963929207	0.013901887601739837
15262258	0.01641320969132192	0.016302398232387456	0.016278046628862966	0.016434533698162838	0.016568887296507302	0.015666797275211017
15388151	0.014952038924296241	0.014806406161230204	0.015452014156896619	0.01594635551280875	0.015923920867195622	0.015316995963056112
15515198	0.013267268385410742	0.01321719102312282	0.013038652961630244	0.013590525642967937	0.013731443549111124	0.012873276931529789
15638558	0.013527280883123504	0.013636285950438923	0.013914884369954842	0.014030450454468083	0.014349812211579131	0.013540418082562875
15779310	0.015830878150049972	0.015723815341009206	0.01572709494595598	0.016038384678310137	0.016250860917188616	0.014753848368948731
15932869	0.014648585217447205	0.014684692983407858	0.015042461993833502	0.0148325214632877	0.015393628298912871	0.014114011068173804
16097880	0.01328808503895992	0.013169840790980658	0.01381452053907041	0.013918788299013843	0.013974781677652684	0.01342011853115493
16269377	0.014053568656044284	0.013965089272083125	0.014244809217509384	0.014547362199328354	0.014644834672594228	0.01373209680045299
16436765	0.015020455862804006	0.014837164007934143	0.014581278344598547	0.015460552081213498	0.015517317549340449	0.014480660297347847
16587354	0.013791434110047962	0.013722932853337231	0.013759817416122073	0.014639323898103126	0.01464722570701776	0.013641750067536828
16720134	0.013814108561659577	0.013685155815812974	0.01397354538811319	0.01493081314774051	0.014921938454576063	0.013838485540031418
16852853	0.01290667693160654	0.012758067885636121	0.013118890056860141	0.013505423263044256	0.013504960636617762	0.013002037793337145
16991057	0.013333548476361477	0.013350155428578899	0.013354121886909785	0.013743485520473223	0.013788716531723855	0.013417787657041423
17126706	0.013474971152401153	0.013507378922503291	0.013644970064396694	0.013781314156631133	0.013876390016334386	0.01364499641272383
17252966	0.012330817871167153	0.012217032615361416	0.012165420427745538	0.012502727728390317	0.012440810954254975	0.011978410149568738
17387091	0.012625505170251667	0.012582915418124126	0.012472987622393478	0.012891564004729066	0.012894113362054937	0.012324090434314537
17545933	0.014408155751231484	0.014422836187080764	0.014487694784195178	0.014691335679700698	0.014766832031660394	0.01445773021449118
17706215	0.015613188835524846	0.015597412040312942	0.015723980476313133	0.01616690044994882	0.016235768413603868	0.015717369686180822
17857682	0.01460361141670973	0.014601616437436174	0.014661877489739386	0.015295829962435416	0.015369609060240177	0.015031164653862145
18015695	0.015341076973204852	0.015285852956852633	0.014880811352236975	0.01578848588489859	0.015800769037551628	0.0151999534031594
18174092	0.014764281507543714	0.014587416214395885	0.0144590139623166	0.015622915865684412	0.015584213969566081	0.014940678243800297
18341578	0.014524734332921249	0.01451861826161357	0.013902854480460133	0.014561088040456065	0.01489610949511084	0.013917573679600446
18521389	0.013908157880070418	0.013914727720285715	0.013525024410671467	0.01378261549345518	0.014247872164536388	0.013152299107147537
18700539	0.014421209389486022	0.014376899532645393	0.01414526943630321	0.014306624852697602	0.014484274355446376	0.013320142362316548
18880874	0.014773201023677742	0.014709955693859503	0.01457754437130617	0.014624757813470581	0.01472221239158934	0.013977391374885333
19058326	0.013755080437461977	0.013764367223619577	0.013295595417123449	0.01450423785168131	0.014618976570075897	0.013925882913711256
19226874	0.014453197020831369	0.014474209519134074	0.014128557910155205	0.014773894654437113	0.014925380319808692	0.014328472605000938
19387139	0.015528053434240548	0.015489419520468657	0.014871866115058856	0.015073148305848485	0.015479309966048384	0.014670076618776123
19534511	0.015029170882641536	0.01488817421175337	0.014584006507881709	0.015054328876601	0.015304338093755407	0.014618777839797795
19688065	0.01599107691220877	0.015704290658810488	0.01553461363178375	0.016039914774354687	0.016192018096323427	0.0152764799461456
19843729	0.015687241162344184	0.01584707168472728	0.015667523520795618	0.016364216589246677	0.016407606787970007	0.01599863143325706
19990081	0.015286723287831398	0.015339349710892753	0.014934047163367855	0.015553166517447127	0.01570217825603949	0.014654405878448505
20129089	0.014897462965129744	0.014788737143833684	0.014729679672949227	0.015246646378012183	0.01522740023361279	0.014967941948376456
20271952	0.016266244496452663	0.016173555579867455	0.01637100905811673	0.016425145639647084	0.01665632868401823	0.016248659862401708
20425809	0.014695380837284078	0.01435158661892436	0.014748328922226633	0.01495114991063151	0.015015193124749856	0.014786834611958649
20704690	0.014263645165131096	0.013763381429027832	0.013618197431562479	0.014531739351330144	0.014040148011408033	0.013937565580673376
21041793	0.013696094527334788	0.013410481417652277	0.013157492560429971	0.013803035120734695	0.013522447228653494	0.013202201753462402
21312013	0.013753816640793944	0.013310038840076954	0.012866873703214798	0.013968149773176381	0.013620471067121455	0.013224558951647761
21570575	0.01389225537053045	0.01337483380988452	0.013359847840838115	0.01437940901283398	0.013852944619877057	0.01376730618511673
21803750	0.014825132098981978	0.014338848563177685	0.014469112591277478	0.014910741639944337	0.014400864687352664	0.014468361782802829
22026656	0.014873541005500606	0.014222714443520848	0.014502787768030427	0.015190989296287415	0.01454486799478529	0.014582008588115368
22230082	0.014030793847429243	0.013338854869617226	0.013329660467116995	0.014386179969883141	0.013694548094411703	0.013539202898469601
22412671	0.01496285443299603	0.014401411080810812	0.014232107284818342	0.015004305759097624	0.014453494574931542	0.01426180377544952
22607764	0.011312794197829226	0.011451144296222	0.010941446131832532	0.011017201494032361	0.011272764437065359	0.010571169668698378
22835819	0.013616217252926846	0.01326000561430919	0.013079394864900227	0.013718777356317897	0.013225895802681808	0.013111765309903677
23056882	0.013947775205928672	0.013447346268036866	0.01328775196009085	0.014169177590355858	0.013591671694201782	0.013486954990766358
23255560	0.014108100003814314	0.013717430175183832	0.01360935388175822	0.014164566149309384	0.013748769887563536	0.013710249619117166
23480897	0.01416317990128426	0.013816495149984214	0.013437849989480008	0.01424252084136796	0.013832741571401321	0.01356850739770432
23710513	0.012584198444958275	0.012169129760827239	0.012047425645783254	0.012737580840047651	0.012218031490758625	0.012096252480726878
23909163	0.01440078150955706	0.01405220961239303	0.01415175020481007	0.014571885138640352	0.014132718254327596	0.014275520247972268
24110320	0.013166004236595127	0.012938483130509201	0.012936405761295004	0.013190041852587776	0.0129332646428122	0.012991975477745851
24311119	0.015268721533876175	0.01473393017056474	0.014563009671259213	0.015295244526571827	0.014754419281359565	0.014523396871225804
24489476	0.014192595059987698	0.013665000032809122	0.013575112488675632	0.01421954692439154	0.013742316264468448	0.01354435161229753
24674773	0.014720579917870645	0.014482587062635869	0.014438100818177592	0.014845600155058298	0.014648044653896347	0.014446646562675065
24896241	0.013880946401886531	0.013572265647601008	0.013377586980865183	0.013984122517394162	0.013695999041045343	0.013547010810279557
25155558	0.01494192563235973	0.014594002241946147	0.014299532515597905	0.015017355777896455	0.014713278014097825	0.014264498182172744
25419879	0.01288563127855848	0.01236874440588977	0.01230592040838709	0.013079846431222923	0.012413017253491896	0.012504958865825474
25645212	0.014022511277663225	0.013487426674193968	0.013289169807610295	0.01402534333210276	0.013489181523687903	0.013281276063585642
25864609	0.015043334924768214	0.014539372534997276	0.014432587589248725	0.015136295820835546	0.014544140304157984	0.014589111569883224
26097424	0.015626941935716277	0.01532737420386789	0.015138561103168045	0.015703441313071023	0.01537140000655892	0.015281981529618459
26316182	0.01555343913073096	0.015246928510771507	0.015247473972165857	0.01549688932528733	0.015243772917169655	0.015282542303537821
26544069	0.014520602209978351	0.01384428063549456	0.013821484314627496	0.014722821766637252	0.014043157977558198	0.014020091027300128
26769658	0.014110848271916523	0.013557665788561503	0.013701646810286898	0.01422122316988457	0.013676934739324834	0.0137721148743095
26948018	0.015453465461672988	0.014969801723450143	0.014835588486876987	0.015590634617710274	0.015085075997193598	0.01487593550703432
27102971	0.015145910834894043	0.01497693886422067	0.014901825844490095	0.015184404135591264	0.015033336368608886	0.014858329152415159
27310258	0.01500868514190129	0.014747619022556783	0.01455859838985308	0.015181313658414037	0.014929837939425022	0.014671549261604605
27533287	0.013895908949400139	0.013504691636557884	0.013419673187975864	0.014047622733338379	0.013723165208026317	0.013672262441524476
27710725	0.01581160063859865	0.01534490776617156	0.01566347933836059	0.015824651000382856	0.015520146925375932	0.015603984706555865
27884435	0.01488670182000215	0.014476747831655623	0.01453374795430347	0.014849563305020113	0.014678216736481281	0.014571008599830876
28048489	0.015748193062171425	0.015398676350011267	0.0152957261826342	0.015748257231190804	0.015485351876779662	0.015253642355026452
28217369	0.015953761659215058	0.015437309392706258	0.015668661528609486	0.016026335923583757	0.01542982727570957	0.015623222890536786
28416712	0.016180883134860973	0.015868176752664154	0.015943659883337874	0.01603637120026486	0.015981916458808042	0.0156853698430471
28584780	0.014896138646507984	0.014340409037388622	0.014674686826332663	0.014927846593010401	0.014599518560713122	0.014528775527694755
28729983	0.01611153249243194	0.01587086401449034	0.01591240896401111	0.016223332495808474	0.016123912368799814	0.015898356649295987
28898025	0.015904736046671884	0.015407247222519741	0.01567467648874468	0.01589523648734194	0.015536901412949737	0.015745406204760944
29096417	0.01564712948304805	0.015172890490669392	0.01579141696065565	0.01586899375800162	0.01560501086239342	0.015613526655357838
29307718	0.01518920345633784	0.014586117139749602	0.014721512282357628	0.01508219675199945	0.014590255474308752	0.014254878318842647
29516823	0.013829445342713614	0.01342918978556131	0.013516827389255323	0.014077281479923622	0.013792506747660038	0.013642314042813278
29725472	0.014897931049244457	0.014567530117644873	0.014533266013778228	0.015072098555704747	0.014728015268320186	0.014671072278169751
30005621	0.016309361360861262	0.01618569754084533	0.01617693589629016	0.01641616587984469	0.016403991687106025	0.016305351404303805
30275114	0.014926253246492265	0.014585810429322651	0.014601242456018047	0.015075399795100513	0.01492434932739598	0.01471445999259407
30463998	0.015678025568715	0.01537204139705519	0.015492775386529377	0.015810719694521216	0.015702014589786824	0.015584714209886604
30650777	0.01654295788460792	0.0162485961391346	0.016517495231897293	0.016534904172275534	0.01642324976516159	0.016438547041730815
30833276	0.016327587307730356	0.015755363543716993	0.016020366215737453	0.01632693412723237	0.016043546490539438	0.01575916810976601
30997362	0.01573466251705615	0.01541697403358294	0.015758401183573436	0.015781338398609998	0.015665687057178385	0.015578283761233266
31168046	0.016611242481167715	0.015986414959751557	0.01609110732095869	0.016693501617027748	0.016288355419691047	0.016032939826092277
31368923	0.015712810436853356	0.015338614739991442	0.015363981301011997	0.015869441435414272	0.015599965941271983	0.015412000052959998
31594403	0.016610441749917958	0.01657710834554866	0.01620832807772619	0.016864239654410557	0.016971505002769956	0.01630797259827713
31817821	0.015369648322836197	0.015056846980243599	0.01480636248030239	0.015462741017512629	0.015393563300613275	0.015009088278777392
31988166	0.016004982524333508	0.01566033204213917	0.015592293438858778	0.01611732285700961	0.015887756786752357	0.015588425218237612
32171004	0.016182234998683764	0.0158271376028052	0.01564000608814884	0.01619856756109806	0.016071150010649755	0.01541277141684297
32391980	0.014951941552806354	0.014436220714819526	0.014664090393797347	0.015056237789889335	0.014610193511847658	0.014595722282245517
32592872	0.016622606463142224	0.01636934408568637	0.015944357926335088	0.016698089268671282	0.01659563019232954	0.015837456723485053
32795460	0.016260627267778893	0.015955729686964414	0.015890450776329824	0.01644619117052855	0.01634257554921716	0.015917895397286323
33006738	0.01668014935117982	0.016519101264155744	0.016611550649104308	0.016531197766001236	0.016515363585105296	0.016271916770972023
33209081	0.015945652659290408	0.015592359593113326	0.015602148597964561	0.015881675923356067	0.015627310740526444	0.0153456606367142
33418931	0.01576768826097477	0.015435491740844437	0.015775181554267693	0.01576188194877842	0.015596018929466668	0.015554653232648239
33612877	0.016170166479469044	0.01568371367447432	0.016362999838338152	0.016251593831270963	0.015969498288911643	0.016293215220585786
33806555	0.015240605276229455	0.014609242349495215	0.015226002075279075	0.015345418276981136	0.01485816280913926	0.015127033391601381
33987181	0.01520003420232363	0.014626275715316021	0.015502804093579835	0.01535905343752473	0.014896821493732232	0.015342369253416092
34167431	0.015023645938996282	0.014549692286638764	0.015244007246770587	0.014631036104521067	0.014618805308962382	0.01481513165561617
34366271	0.014515547636423735	0.013884655139274713	0.01454633222977085	0.01447502826947756	0.013958186532674404	0.014287934853375461
34531266	0.015771163274226816	0.015337213316105004	0.01571351567161595	0.015796436354208295	0.015497366343025492	0.01569820139179483
34677244	0.015367387587225535	0.014670494407539541	0.015423605255932253	0.01539015826100364	0.014881409860823158	0.015163115367785852
34826216	0.01434800635049627	0.013356874488981091	0.014000569524065008	0.014289039972575754	0.013514819438189874	0.01380848796046851
34978533	0.015716414564391518	0.015132963989750012	0.01576592540247824	0.015787511460057132	0.015485032236916866	0.015686070670279696
35123773	0.017049383633404986	0.015992788012314137	0.017132011282490967	0.016639339923529436	0.016109136223242518	0.01619615309722576
35277265	0.014952924150761542	0.014478961450300094	0.015507938017520827	0.015131209385071578	0.014781233570280225	0.015203267536731006
35434511	0.01488867928131521	0.014281468136393973	0.015072299558072676	0.014975306027755412	0.014585810441345588	0.014727197109928735
35571662	0.015029592044964912	0.014453627599580948	0.015039832269997798	0.014975206594328475	0.01466622895423965	0.014753136901534365
35703213	0.013788189135582916	0.013249900906100768	0.014555360131663829	0.01405222396139143	0.013645863585269655	0.014339027915299556
35851486	0.014850334850647611	0.01437979877228273	0.015269988360254453	0.015053950153217923	0.014670646128953259	0.01512935972931036
36019910	0.014467893718434188	0.014058183516172296	0.014491965127582131	0.014539987488777703	0.014173197552612786	0.014356227379830123
36190338	0.01388384555928424	0.013461924118629036	0.013907720257000678	0.014172909035870337	0.013728859250866945	0.013958159726100398
36346420	0.01517692569710082	0.014638637038538323	0.015102181424417053	0.015166031037150229	0.014587285805554207	0.014770468285449114
36511871	0.01373111494852115	0.013155329004424352	0.013745885101358718	0.013823247066996874	0.013270433986054552	0.01360261939757941
36675582	0.013442842177354013	0.013118380675223064	0.01389896068582913	0.01353876279006842	0.013379730919368126	0.013841291896375734
36828746	0.015371493904977402	0.015070408811121663	0.015546105491729452	0.015500592124290407	0.0151807228179569	0.015487787907845796
36994626	0.013737197023617873	0.013611725010206008	0.013971168295945713	0.013823008553339266	0.013689214993317551	0.013857024338992729
37173035	0.015083809038536292	0.015016643723292854	0.015452328333391888	0.01500539862333232	0.014863206458395457	0.01508764722689801
37419903	0.015468749404578652	0.01524341193109893	0.015503709565352611	0.015715775107564833	0.015487159269080768	0.015616558178658911
37678622	0.013477231450021306	0.013224966249880747	0.013656801466120515	0.013722529786965101	0.01346712062567148	0.01367090930236036
37879939	0.013918031572882055	0.013358147928631506	0.013689971537133932	0.014262775009825491	0.01375583224284623	0.013815898793738393
38055793	0.01454617292898333	0.014014020935043529	0.014295119272560691	0.014689022232433211	0.014248951022224683	0.01430469997193042
38211115	0.013622673248539066	0.013146405398838917	0.013904396369729202	0.013950008491461911	0.013416216049463529	0.014060074081555017
38376625	0.014566118391421195	0.014103159300520867	0.014177338022651288	0.014873083002792655	0.014468853259891248	0.014413806241620685
38547493	0.01367068409717042	0.013198179775186768	0.013525083121443257	0.013977454583949509	0.013526279794586746	0.013626416445458022
38709168	0.014024645707351508	0.01351125103091084	0.013528870990721097	0.014109613263791553	0.013732530584689814	0.01358730309096044
38875769	0.0150953988695018	0.014575389637223627	0.014632390515149163	0.015236410209494063	0.014731136347231288	0.014560548792570726
39039568	0.015509568345914057	0.015264480463010696	0.015105662930740605	0.015660069877751412	0.015374873347087955	0.01508784239041268
39204361	0.0142948343604819	0.013939144788015674	0.01406077857522573	0.014299384546922086	0.013880478143837622	0.01390817132177556
39382807	0.015332034412621116	0.0149614271021744	0.01514832798303196	0.015476581753700223	0.015089957660301686	0.015109717650627356
39571900	0.01565734922111861	0.015435498827035135	0.015148818522190102	0.015800991616586015	0.015531163236151087	0.015210970269964652
39763030	0.014305404617600923	0.01370747454823033	0.014134083102380325	0.014580322896388843	0.014063541771866441	0.014340980438134098
39959266	0.014668008461176784	0.014455547939219354	0.014669940406436762	0.014778296346475234	0.0147121406357818	0.014545118642206843
40143219	0.013413528554408702	0.013266882428167164	0.013380823659530156	0.013743591453096397	0.01363075057657356	0.013431382587496278
40361674	0.014872050974891067	0.01446652603146839	0.01446011101610379	0.015045208616952339	0.014739056282466882	0.014495754451272283
40598112	0.013905004093730746	0.013446721202990002	0.013742654310191697	0.014233867205162736	0.013794910316861633	0.013895269974681664
40813722	0.01320415377996435	0.012579451544900703	0.012704905856807645	0.013330298321938704	0.012745316473068032	0.01263623950148689
41041339	0.014595069177068338	0.01441325614686098	0.014099784352292897	0.014691679104835067	0.014625688775909548	0.013949026569170258
41254251	0.014327055395939555	0.014015090335258726	0.0138079722687283	0.014247937412224751	0.01401632306041517	0.01359239133282105
41456450	0.015396788561653288	0.014759646988914254	0.014874915348049422	0.015505615366482556	0.014893912849305975	0.014755682494640848
41671909	0.013717554551204316	0.013355269734497032	0.013296803277429999	0.014007174103891346	0.013580403898166456	0.013270231494320205
41888900	0.015143684191979121	0.014968374062031142	0.015042526225050536	0.015427330313398113	0.015216336645539891	0.014941310726265124
42080590	0.014881420997935681	0.014277544472916678	0.014987572750032797	0.015018224282019394	0.014395412298010578	0.01480188423543299
42249358	0.016467115217404307	0.016250597660693564	0.016353423630253838	0.017054495368758887	0.017166377270830206	0.017181772232382465
42393881	0.015600733511745124	0.015556312438315529	0.014617448075979839	0.016181965026457364	0.01623965094224566	0.015672458968638506
42522106	0.016011945375039582	0.0159008274740968	0.0146659969838769	0.016095234740628867	0.016451120778440208	0.015819440592314965
42644855	0.016923750057426776	0.016995469924352514	0.01718976600587313	0.01710393130529551	0.017379095660190615	0.01726170654056597
42765758	0.01431516052072985	0.014082896597176106	0.016936049584696765	0.014880397675872067	0.014934803120388362	0.016480142922510915
42897050	0.013664763951949009	0.013604520772752487	0.016571165612315704	0.014244779386658982	0.014232730997129406	0.016575846652840617
43027529	0.012628983729442655	0.012589455817217744	0.01331410966189734	0.013374729516050812	0.013364939013685696	0.013668591952256738
43151224	0.013590242614969092	0.013444919433569342	0.01448681388761594	0.014342155022020476	0.014260395470395445	0.014965989634068548
43270617	0.014899059704951355	0.014762276571455584	0.015437394859554131	0.015915357948211483	0.01591688059911579	0.01578166995666159
43392460	0.014711518015470914	0.014301339098266403	0.014221798649968401	0.01449114649980085	0.014804839360795963	0.014251928062605602
43514539	0.015121193212699452	0.014649291540481179	0.015418014137460977	0.01573681268466269	0.01594115198230351	0.01553235861360754
43633654	0.015300262747914095	0.015261234580106621	0.016177199582366693	0.016234971454356154	0.016352861677752177	0.016355714512558087
