	AOcol_F	BFcol_F	BFcol_M	BFgam_F	BFgam_M	CIcol_F	CMgam_F	CMgam_M	FRgam_F	FRgam_M	GAgam_F	GHcol_F	GHgam_F	GM_F	GNcol_F	GNgam_F	GQgam_F	GW_F	KE_F	UGgam_F	An. coluzzii_F	An. coluzzii_M	An. gambiae_F	An. gambiae_M	Unknown_F
2846483	0.006851891194770191	0.00712704846867294	0.00736833333333333	0.00730948326549065	0.007260858333333191	0.006930825008019277	0.007164733487610614	0.00696587737843537	0.007332424242424261	0.007344166666666655	0.007213361780513383	0.006500745467495367	0.007099583333333314	0.007753978749062216	0.00685125	0.007196685560053983	0.007372986111110981	0.007713166714979251	0.005732302048000807	0.007027475649551982	0.006887631426312189	0.00736833333333333	0.007227091571477669	0.0071129674265509426	0.007007394033626708
2996686	0.006093096376122735	0.006264295741967315	0.006518333333333322	0.00663219923111706	0.0065084166666665826	0.006098558322556522	0.006522961153378942	0.006479204545454452	0.00631454545454548	0.006448560606060563	0.006101189258312158	0.005978723674894521	0.006375833333333353	0.006853321880292824	0.00624625	0.006426381410256399	0.0065722222222221295	0.0070906149982976055	0.005343363369471758	0.006337206885456905	0.006133348926218604	0.006518333333333322	0.006512267059775503	0.006483722241756467	0.006303759199209583
3154663	0.005882625157484353	0.00594913424994428	0.006328333333333328	0.0065713168075705024	0.006525399999999921	0.005805639363890108	0.006660854128991154	0.006584844080338155	0.005178901515151511	0.005206916666666695	0.006222530160462653	0.005459860269360161	0.006543750000000012	0.006326874276892684	0.00573	0.006535586538461517	0.006896111111110962	0.0064761051695165885	0.004622087669596047	0.0062988718702468695	0.005805122651156663	0.006328333333333328	0.006488248519145998	0.00636226099781214	0.0057393955288944035
3307012	0.00515526861296601	0.0048277591940533585	0.004796666666666713	0.004602762324739937	0.004861408333333276	0.0046178571428571735	0.00459664369468614	0.004583076109936521	0.004505295454545473	0.004532840909090911	0.004782439258312115	0.004899873737373649	0.004522500000000021	0.004725317307692412	0.004155	0.00468038141025637	0.00424555555555547	0.004992715113299613	0.0037417383595436224	0.004707259806072216	0.004873801412150855	0.004796666666666713	0.004672628702839881	0.004661502334349201	0.004422726568796596
3433109	0.0034977567897962712	0.0034627122456965163	0.003473333333333335	0.0033685187697873858	0.003371016666666702	0.003346603680051295	0.003409716199489607	0.003393068181818133	0.003354053030303028	0.003291477272727261	0.0032067529838022244	0.003245113048726233	0.003374583333333339	0.003355647836538545	0.00370375	0.0032900032051281524	0.0034633333333332758	0.0034453335859542687	0.0024000155141844022	0.003312950457762938	0.003403668682108523	0.003473333333333335	0.0033650689075608317	0.003371193672839561	0.0030158231565647576
3541541	0.003024059192381126	0.0030976547339593894	0.002998333333333328	0.00285008593396647	0.002942200000000015	0.003079731388329955	0.002873912657004742	0.002808295454545405	0.0024224999999999967	0.002381249999999999	0.002900648711733481	0.0030436962041153265	0.0028298106060606052	0.0028877787507631918	0.00303875	0.0028318749999999776	0.0027372222222221882	0.0029442787904979343	0.002433016414141416	0.0027844196428571423	0.0030580967685397108	0.002998333333333328	0.002853993810758169	0.002786364969135859	0.0027286021961975752
3657647	0.004316231573981587	0.0041225342331769315	0.004243333333333341	0.004105343109626659	0.004175999999999987	0.004087045271629805	0.004097471061547155	0.004075932875264196	0.004091117424242436	0.004049863636363631	0.004150048160730946	0.00422410269360264	0.004214583333333356	0.004177722432081909	0.0039825	0.0040882532051281515	0.004068333333333277	0.004236860847485745	0.0031156839468926114	0.004158099716250369	0.004183352354649034	0.004243333333333341	0.004131652595102357	0.0041030597163620244	0.003807369752997147
3801882	0.0055728687978688265	0.00578520844339996	0.005693333333333351	0.0056197920189263425	0.005656708333333284	0.005649433531281507	0.005614873940662591	0.005648686575052802	0.005836931818181835	0.005757015151515143	0.005539807504560595	0.0052812119495502475	0.005621666666666691	0.006859317953887653	0.00655875	0.005632848515519492	0.005579999999999882	0.0068386642198690955	0.004391609813444328	0.0055079593806468	0.0056154228412896145	0.005693333333333351	0.005712073246850121	0.00566727318721686	0.006018273358345308
3956316	0.004352745697285175	0.0033714084786498166	0.003206666666666674	0.004279631388511968	0.004355782608695608	0.003685326918029894	0.0043822306914916365	0.004384768729332588	0.004042083333333348	0.00399666666666669	0.004377757949383605	0.0036599546089829153	0.004205416666666692	0.0064998937562168475	0.00439875	0.0044746042054199155	0.004582083333333261	0.007234751307272106	0.004188805935161038	0.0044368024088913965	0.003851376045653487	0.003206666666666674	0.004664872226618024	0.004318280572238989	0.005805252164708749
4119721	0.004786137196137194	0.003079188184663613	0.0029499999999999826	0.005380852555404807	0.005648249999999946	0.003465985915492917	0.005609288267998958	0.005486545983086559	0.003817878787878792	0.003909810606060616	0.005565774500260924	0.00354246801346795	0.005395492424242458	0.0065105620713043905	0.00477875	0.005822793016194317	0.00620444444444435	0.00779125933637627	0.00479825444839234	0.005877871238486446	0.0038277299863727693	0.0029499999999999826	0.005835671906905992	0.0053028834876544285	0.006095077108501689
4545886	0.004587963710016274	0.003929600307940952	0.004240000000000011	0.004649075079149706	0.004720716666666632	0.004116386790478591	0.004725005486086554	0.0047021775898519365	0.004419166666666689	0.004756666666666683	0.004765807916937183	0.0040852803282547395	0.004640000000000007	0.005529249639361659	0.0047025	0.00485836656545201	0.004572777777777716	0.005772465013294965	0.004053139267910369	0.004401693445068393	0.0042229391490009975	0.004240000000000011	0.004788172706674378	0.0047159537037037855	0.004961234379997404
4991837	0.004661681578225713	0.004381126722138472	0.004530000000000015	0.004059190411578453	0.004096783333333329	0.004325897384305854	0.00403037457505839	0.003905568181818133	0.004325416666666675	0.00428958333333332	0.0042775312576342536	0.004329518518518494	0.004097083333333334	0.004470083804344653	0.0042775	0.0039423717948717674	0.004088819444444399	0.004665650945028693	0.003913234948350293	0.004078886341698808	0.004441630176939275	0.004530000000000015	0.004133326776676454	0.004021479938271661	0.004303062107148525
5169224	0.004449480703068896	0.004454022414004577	0.004320000000000007	0.003347756984309188	0.0032000250000000204	0.004073211057389148	0.003152675992384555	0.003009772727272668	0.003894696969696982	0.003951325757575743	0.0035410879585449245	0.003969055555555487	0.0031537500000000064	0.0048512087721307145	0.00362375	0.0030826249999999626	0.003188333333333298	0.005017728017143554	0.00363578688714153	0.003474203987154635	0.0042824014227173576	0.004320000000000007	0.003441654873221791	0.003207980133614693	0.004538950341045694
5300443	0.004159697802197838	0.00452439579141534	0.004591666666666686	0.004321368402741536	0.004220200000000012	0.0043048211879975875	0.0042166786326499105	0.004290591966173288	0.0042456666666666745	0.004281212121212114	0.004139029260810676	0.0041896565656565285	0.004240833333333339	0.005564193929334595	0.0039725	0.004310958333333252	0.004194513888888851	0.005874805179274301	0.004013464095744671	0.004186059596934553	0.004317092349559279	0.004591666666666686	0.0043794040339300245	0.0042674568096578575	0.005106864121489524
5424319	0.00394212987159256	0.0038766565980853833	0.004025000000000008	0.0036100814111261563	0.0036888416666666767	0.0035695593852972905	0.0035939981335089614	0.0035407568206986223	0.0036445833333333378	0.0033650000000000077	0.003456564969271318	0.0035429309764309306	0.003775833333333336	0.005566175650475048	0.0038275	0.0036170160256410004	0.0036283333333332825	0.005858639135656729	0.0034816407582999257	0.003597023005147945	0.003780271536285418	0.004025000000000008	0.0038136324517206374	0.0035604191001900112	0.004893943768355307
5554477	0.005218474498666808	0.005506759775068434	0.005233333333333339	0.005088009447952556	0.005116518840579672	0.0053443252424724245	0.0050411492981669555	0.005011038583509429	0.005505379870129837	0.005067335858585869	0.004897521057479014	0.005303018274753514	0.005151666666666662	0.0070448615241819	0.00626125	0.005133308604150651	0.004816111111111037	0.007148883396319083	0.004971208853684856	0.004796103779103748	0.005380596345538923	0.005233333333333339	0.0052191925252128325	0.005051928036381993	0.0063063972421368705
5681257	0.004520574189389102	0.004452215714577444	0.004555000000000018	0.004145995024875634	0.0042912083333333205	0.004369749496981943	0.004190461531438731	0.004189439746300155	0.004137492424242425	0.0037049999999999904	0.003977821347228123	0.004231553872053802	0.004048750000000013	0.004654343120421349	0.00433	0.004252019736842038	0.003983333333333274	0.004579816307911704	0.004199755049337022	0.004067601753539188	0.004411640363355166	0.004555000000000018	0.004177696972069101	0.0041490803055165585	0.004474660085007723
5809310	0.005601126967439809	0.005416265264889677	0.005725000000000036	0.005203614549629482	0.005171999999999995	0.0053533881335756	0.005148386114866768	0.005146950317124672	0.005637500000000005	0.00518575757575754	0.005128288258197622	0.005338610952290115	0.005146249999999992	0.0054198894230770645	0.00518875	0.005166214743589668	0.0051494444444443585	0.005702003663003602	0.005498829917718187	0.0052387280405404735	0.00544106598528456	0.005725000000000036	0.00523161727807516	0.0051604182098766525	0.005498414487904827
5949630	0.006654165109640494	0.006465026715850913	0.005886666666666653	0.006566726663883321	0.006743199999999931	0.006555038520981039	0.006638403211609501	0.006572026955602372	0.006491666666666674	0.0063883333333333405	0.006728127664109367	0.006503427609427444	0.0065566666666666655	0.006773369123931781	0.00670125	0.006733955128205107	0.006554444444444315	0.006720853272790499	0.006347759186296158	0.00654608309202064	0.0065539289486893325	0.005886666666666653	0.0066342820483222455	0.006597609909751419	0.006608749346499174
6117039	0.006862328275662961	0.006811966744914166	0.006883333333333309	0.0069370078540861085	0.006660827272727189	0.0066979756218472014	0.0068968181802382695	0.006856535798999414	0.006761856060606041	0.006891969696969712	0.007177437127025023	0.006648851661266628	0.007184009740259708	0.007478801400254667	0.00690125	0.006777189102564074	0.007040624999999846	0.00784972356607797	0.006513093516688615	0.0070127591040716674	0.006775909630148452	0.006883333333333309	0.007037704865150721	0.006801399537036982	0.007246784461307883
6299306	0.006316937185808782	0.006235579720935277	0.006323333333333351	0.006139006105834452	0.006107999999999959	0.006478766974549181	0.006083794150542739	0.006119468816067523	0.005833977272727276	0.005807916666666656	0.006249847222559811	0.006274739057238922	0.00613295454545455	0.0067917235576925245	0.00646875	0.006124788461538401	0.0060967361111109765	0.006992133457183794	0.005990280175132439	0.0059389732362231645	0.006334854550914171	0.006323333333333351	0.0061702356509649205	0.006069773939287447	0.00656627819543746
6451226	0.005420776586427289	0.0052653149452270495	0.005205000000000018	0.005376061736770734	0.005369799999999986	0.005371589537223377	0.005289835952014776	0.005369775369978739	0.005361833333333337	0.005344166666666651	0.005554950980392285	0.005390337208563548	0.005283750000000017	0.005822843273046535	0.00545125	0.005431499999999909	0.005412083333333262	0.005795723734598665	0.005311677940949727	0.005017585861582348	0.005374841055660703	0.005205000000000018	0.005349225412281183	0.0053659899886702046	0.005595052246086837
6582464	0.006565373581444675	0.005950139336016295	0.005826666666666654	0.0065002035278154315	0.0062897999999999435	0.006173033315837162	0.006412530282984114	0.0064759434460886466	0.00683143939393941	0.006659696969696956	0.006622427456706422	0.005903727272727197	0.006506249999999995	0.006808776442307809	0.00618375	0.0065548782051282105	0.007083333333333196	0.006876859584859523	0.006493446365248213	0.006163512768040242	0.006184771037265686	0.005826666666666654	0.006478781674457362	0.006445732253086416	0.006689229412669198
6699979	0.006629227327795515	0.006360810547290524	0.006226666666666669	0.006348628448665728	0.0065171999999998785	0.006085455734406589	0.006434793358406762	0.006464328752642522	0.006256530303030285	0.006211454545454501	0.006074779447913035	0.006237382408995481	0.005871666666666714	0.0067295348557694845	0.00571125	0.006527250000000001	0.006758888888888709	0.007043127829255585	0.00691483092254649	0.0067210533595671515	0.00633924311084776	0.006226666666666669	0.006496842463447431	0.006443264689795251	0.006845812997525242
6840274	0.007908799914299769	0.008094844204113917	0.008258333333333317	0.007992332654907246	0.008215799999999867	0.007930273980696458	0.008088992756703502	0.007993583509513538	0.008553704545454593	0.00791503787878793	0.007756291910015488	0.007819552566480944	0.008284053030302998	0.009149558226528284	0.00741125	0.008152244433198482	0.007891388888888682	0.009810031130897642	0.007744959624576039	0.007978521191646286	0.007964138396220129	0.008258333333333317	0.008211827933168093	0.008050537037036868	0.00875875475707312
7006795	0.006676867810113864	0.006698492262603717	0.0066766666666666485	0.007136781164109422	0.007195466666666535	0.006423527960173869	0.007405666940714677	0.007485636892177414	0.0069971969696969805	0.00665674242424244	0.007303640815626873	0.006480223154623006	0.007391856060606099	0.007707920711233392	0.006135	0.007406250000000098	0.007487708333333172	0.007856830197580303	0.007229354543852712	0.007234377722049228	0.006580392858750968	0.0066766666666666485	0.007378972537358771	0.007273310956789973	0.007566057315354491
7338122	0.006921439807560883	0.0063582736697969525	0.006121666666666654	0.006324431676842983	0.006436276190476134	0.006405494969819089	0.00637996236488186	0.006455108476794376	0.00655512121212123	0.00670321248196248	0.0066805754354609375	0.006358772921522784	0.006425833333333356	0.007158297238783619	0.0066075	0.00644476602564097	0.0063483333333332085	0.007206056345934943	0.006371277532815755	0.006465664521664535	0.006544475547030139	0.006121666666666654	0.006513749361535101	0.0064846708522259995	0.0068755603656335765
7722605	0.007714442351671469	0.007040826652712227	0.007158333333333289	0.006866180461329542	0.006961008333333156	0.0071994089392127345	0.006956721649396218	0.007011775898519876	0.007422575757575733	0.007576861111111083	0.007154542838875003	0.007224540397931682	0.006604166666666621	0.008771705929474323	0.00772625	0.006908625000000066	0.00682326388888875	0.009267482539532758	0.0069859104866892945	0.007062599742599826	0.007361206874429729	0.007158333333333289	0.007202831207556489	0.0070796670212891705	0.008255219163173403
7953763	0.00789877289883113	0.00801872162076986	0.00783166666666665	0.008267542904562272	0.00819245833333317	0.00774223166535464	0.00844905393765697	0.008298815466061368	0.007777007575757521	0.007396212121212048	0.008268057754108679	0.007764012038625026	0.008318901515151512	0.009143422934498057	0.00889375	0.00809888782051283	0.008227777777777579	0.009263897567276663	0.007816509614626148	0.008333332801627395	0.007907505302291392	0.00783166666666665	0.008427189910550976	0.00813230648964036	0.00869661965177828
8143864	0.00860621884589822	0.00822718876095509	0.00877166666666654	0.0074872707468991795	0.007191324999999853	0.007878669612698974	0.007502485328863263	0.007376149577166831	0.008660681818181824	0.008846098484848486	0.007535442242114599	0.007698975681033566	0.0075004545454545575	0.008774539578962896	0.00860875	0.007148951923076894	0.007764722222222058	0.008647635118157722	0.007911490807123066	0.007800128832566407	0.008152763276794796	0.00877166666666654	0.0076678254364117735	0.007536755420768726	0.008488151266541101
8316432	0.0071871493298657375	0.0071779233961408355	0.0071433333333333175	0.006858342342539418	0.0067370999999999	0.007092024114838385	0.006806821553331111	0.006868372722238781	0.007029022727272725	0.007060348484848474	0.006781761024568226	0.00695570846833093	0.00672193181818182	0.007585416141094786	0.00730875	0.006787694473319487	0.007091249999999842	0.007756080641580655	0.006473491559325911	0.0066390412006117235	0.007121631160523581	0.0071433333333333175	0.006873286982462986	0.006856291000285405	0.007268341326363338
8472420	0.010455992496406552	0.010274094628955186	0.010433333333333182	0.010118263817389164	0.010147633333333005	0.010273692828382152	0.010159402259296143	0.010175858879492164	0.010435554834054771	0.010395679292929269	0.010213487915283521	0.01017254374840604	0.010117499999999925	0.010587529843221926	0.010195	0.010178365384615773	0.01027888888888859	0.010612579766463275	0.009947171433343668	0.010115023987461792	0.010303137627802342	0.010433333333333182	0.01021096031446027	0.01019946282131638	0.010352449161474148
8630749	0.009260208825631742	0.00905703630857488	0.008941666666666634	0.00915224908836475	0.009165599999999751	0.008969666229259828	0.00918734045592288	0.009219691055068658	0.00943101515151512	0.00940206818181813	0.009186333788220364	0.008838860459945051	0.009179280303030217	0.0095987411288097	0.00903875	0.009142916666666856	0.009204999999999835	0.009821945649442745	0.00816746675531914	0.00932487029357059	0.009052523668559695	0.008941666666666634	0.009274002416985545	0.009230044026345516	0.009140155346478608
8788767	0.007852935626222631	0.007338369735320619	0.006930000000000013	0.00761804952510161	0.007371166666666431	0.007760950336020299	0.0074669105839785185	0.007694984143762888	0.007738977272727246	0.0076384848484848614	0.007842773870418167	0.007898704111946717	0.00810249999999997	0.009090860659743273	0.0076375	0.007551846153846224	0.007434027777777608	0.009426869463922086	0.007112914989978412	0.00740543973466296	0.007734393571926572	0.006930000000000013	0.0077429008183819	0.007586637804734867	0.008384314497514938
8958244	0.008386902301106659	0.008457233260675644	0.008518333333333261	0.008084764812301894	0.007960799999999804	0.00846632752659812	0.007934591180752064	0.007870113636363446	0.008461212121212088	0.008428333333333284	0.00844369207352026	0.008196779234043121	0.008224583333333322	0.009929115056153563	0.00847	0.008058224358974506	0.00847763888888871	0.010170087676821938	0.007463519400760621	0.008022026669526837	0.008403628728648149	0.008518333333333261	0.008288259395040997	0.007980806327160132	0.009068492262538993
9188166	0.009761512527069366	0.009307566780680185	0.009401666666666612	0.00744864773651399	0.007616249999999812	0.0097981931393434	0.007687150447070906	0.0072995454545451794	0.00883848484848481	0.008767250000000074	0.007686490962706051	0.009615483245166152	0.007792916666666631	0.011175913029511247	0.00942625	0.007731186234817891	0.007988263888888654	0.01078698807855739	0.008681967563586877	0.007633364703989756	0.009637581742523639	0.009401666666666612	0.008002238007488255	0.0076148724312390765	0.010206996745998774
9430806	0.012221327782967016	0.011407786959051367	0.011852499999999905	0.00989751547441957	0.009891099999999702	0.011719401506996527	0.009929593213631337	0.009930089852008162	0.010070083333333282	0.00983878787878787	0.009965460763003586	0.011498927148177324	0.010135075757575693	0.013799612700367215	0.011645416666666665	0.009893818151147326	0.010236805555555261	0.013515450729399293	0.00960102094038347	0.009713076774014617	0.01176103178493268	0.011852499999999905	0.010277013654293376	0.00990460977301089	0.012202495358484161
9650526	0.0117242091556886	0.011047829175332593	0.01122499999999988	0.008777226368158995	0.008722458333333138	0.011270567248297553	0.008737454552103879	0.008671717758984931	0.0088668333333333	0.009184166666666755	0.009151034841175585	0.011289840067339744	0.008850833333333323	0.012315535655341265	0.01108	0.00883361476000312	0.009348194444444237	0.012460592526131568	0.008863573183266601	0.00892793825264169	0.01135605246126082	0.01122499999999988	0.00921287078460955	0.008763294753086187	0.011133757616793555
9908584	0.008986402197948275	0.009118157217817197	0.009211666666666573	0.00802619406464169	0.00819562499999987	0.00899549369412537	0.008051592786965652	0.007998823995771428	0.008704070707070747	0.008669484848484826	0.008492957758480421	0.008965520688256292	0.008321666666666684	0.01098249122035772	0.0090775	0.008255866337491445	0.008391666666666481	0.010852105040242506	0.008123046619642317	0.00784293724426356	0.009034617519297291	0.009211666666666573	0.008376885599449678	0.00815890515119524	0.009980440299081253
10149744	0.01023124752275198	0.010076493644233266	0.010091666666666594	0.009329873708380917	0.009345418115941737	0.010212185681174681	0.009352486360768054	0.009300272450417472	0.009592424242424248	0.00942473484848479	0.009645843989770257	0.010131045839380348	0.009437575757575685	0.010933602644317038	0.010434999999999998	0.009381814439946227	0.009452569444444186	0.011274483944610659	0.008707810655701318	0.009321393088418941	0.010167869699852002	0.010091666666666594	0.009587229771868436	0.009332652973120397	0.010205836712678277
10336983	0.009863013690711296	0.00954244789839894	0.009436666666666598	0.009534451692585804	0.00954033333333318	0.009193449540181347	0.009541254323725575	0.009550944799669702	0.009357121212121221	0.009121401515151433	0.009503830438021797	0.009197538720538441	0.009468636363636334	0.01039889174555621	0.00955	0.009519028846153976	0.00952611111111091	0.010907290349705175	0.00866133195098536	0.009641586725175068	0.009481926852529035	0.009436666666666598	0.009691249976794642	0.009483971984804988	0.00987110063805105
10494173	0.010500109998092396	0.01060675481154971	0.010833333333333235	0.012582248303934555	0.01246028695652125	0.010586947705670934	0.012550345832089799	0.012569142317551744	0.013406186868686859	0.013185037878787885	0.011793863881369951	0.010580536560573976	0.01252742424242415	0.013039110973001661	0.01098125	0.012318660256410712	0.012276874999999706	0.013525013993108726	0.01154804139860684	0.012177783899971715	0.010613222625689544	0.010833333333333235	0.01250141370418414	0.012626787925095789	0.012597561169269725
10648871	0.011103335063960135	0.011226420192435485	0.011114999999999856	0.011139079584594088	0.011172783695651755	0.011153389222793306	0.011111984944267085	0.011062433932346273	0.011315303030302934	0.011234053030303058	0.01113760831559791	0.011043386705711816	0.011063068181818096	0.011633756495952101	0.01081	0.01115989102564133	0.011157777777777487	0.011739821673182053	0.011124224065936952	0.010968164792658993	0.011141216264982845	0.011114999999999856	0.011155700427013616	0.01112189678928761	0.01150088263467947
10860283	0.010952443796384664	0.011111666008479158	0.011234999999999908	0.013193238510245502	0.013184617391303886	0.01032196940036261	0.013158806620614012	0.01326707188160662	0.012937643939393896	0.013019507575757488	0.01280119105992973	0.01018902811374472	0.013237462121212112	0.013917182174053905	0.01009	0.01321019636995353	0.01237111111111079	0.014311472280364217	0.012379980348699783	0.013308884310482551	0.010720352903574615	0.011234999999999908	0.013253932992404545	0.013204899810065783	0.01345319409144729
11113930	0.011774028066639639	0.008145800940911474	0.007776666666666685	0.013235078227741805	0.012997966666666125	0.010548603355754273	0.013309992437444027	0.013399451198026805	0.013750010101010044	0.01364043939393941	0.012830161996959305	0.010700477536614033	0.01327958333333328	0.01463340785925206	0.01200041666666667	0.01323487724769361	0.012761041666666499	0.014420481673558814	0.013310166962174927	0.013274462136038756	0.01038444134063397	0.007776666666666685	0.01335989995224756	0.013311111109607856	0.014081289179519318
11323447	0.013232888325247872	0.012971069853906088	0.01301916666666662	0.013925297009245162	0.01392845217391238	0.01207372856170384	0.013879852686179578	0.013910824524313092	0.013614292929292936	0.013555818181818205	0.01350962584930097	0.01200794975168934	0.013686628787878756	0.013380027058347125	0.01225875	0.013963502305443931	0.013365922619047567	0.01332905111151093	0.013657313654082306	0.013769434725013543	0.012623252928050119	0.01301916666666662	0.01376294440275298	0.01386372141530456	0.013458057348824123
11531621	0.01122068312337336	0.011654604508460918	0.01152916666666668	0.011694943394912888	0.011605799999999363	0.01065775046042397	0.01165116646705974	0.011776322737339563	0.011085808080808049	0.011231340909090773	0.011536355060517454	0.010776849574172834	0.011574659090908894	0.012744888171837056	0.011240833333333335	0.011644793353576856	0.011252986111110827	0.012743478568394216	0.01148142437887848	0.011494579302480943	0.011120796952585284	0.01152916666666668	0.011710768662293201	0.011643003673950382	0.012295287339670521
11731479	0.010474573261239102	0.010588609419374527	0.010661666666666578	0.01130404522133589	0.011401358333332832	0.010114649998948082	0.011330904154659356	0.011401857607915693	0.010790481060606	0.010912727272727223	0.011014172574699723	0.010123910562898337	0.011504999999999781	0.012536767143662423	0.0104475	0.011326192476383964	0.011267847222221917	0.012178637525706693	0.011695740091863732	0.011273679593435811	0.010366442494218588	0.010661666666666578	0.011357315940601848	0.011329505049492634	0.012206926310504407
11871755	0.011471770618684964	0.010975357002744407	0.0112633333333332	0.01164528055852667	0.01169776666666619	0.01079121458246529	0.011639762185983275	0.011637662708438643	0.011181664141414142	0.011388151515151507	0.011442342431048655	0.010507220634012746	0.011431249999999797	0.012887210581540574	0.011055	0.011605311403509282	0.011530277777777471	0.012885059104733861	0.011680494473747773	0.011737528826910532	0.011006807823812342	0.0112633333333332	0.011746963392364298	0.01161931122134743	0.012447101145604577
